NOMEDEP;DE;DISTR;MUN;TIPOESC;COD_ESC;NOMESC;DS_PAIS;Nº alunos
MUNICIPAL;AMERICANA;AMERICANA;AMERICANA;00;0233171;CURIMA CRECHE MUNICIPAL;Bolívia;5
MUNICIPAL;AMERICANA;AMERICANA;AMERICANA;00;0283472;"PANAMBY CASA DA CRIANCA ";Haiti;1
MUNICIPAL;AMERICANA;NOVA ODESSA;NOVA ODESSA;00;0240096;ALVINA MARIA ADAMSON PROFESSORA EMEF;Bolívia;1
MUNICIPAL;AMERICANA;NOVA ODESSA;NOVA ODESSA;00;0240096;ALVINA MARIA ADAMSON PROFESSORA EMEF;Haiti;2
MUNICIPAL;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;00;0201900;IRAIDES FERREIRA LOURENCO PROFESSORA EMEFEI;Haiti;2
MUNICIPAL;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;00;0209442;VERA LUCIA BARBOSA DE LIMA JULIATO EMEI;Argentina;1
MUNICIPAL;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;00;0245938;GESSI TEREZINHA BUSCHINELLI CARNEIRO PROFESSORA EMEFEI;Paraguai;1
MUNICIPAL;ANDRADINA;ANDRADINA;ANDRADINA;00;0200888;MARIA VERA QUENTAL TAMAI PROFESSORA EMEI;Japão;1
MUNICIPAL;ANDRADINA;ANDRADINA;ANDRADINA;00;0249531;MARIA VERA QUENTAL TAMAI PROFESSORA EMEBI;Paraguai;1
MUNICIPAL;ANDRADINA;ANDRADINA;ANDRADINA;00;0249543;ZORAIDE DE CARVALHO OLIVEIRA PROFESSORA EMEF;Cuba;1
MUNICIPAL;ANDRADINA;ILHA SOLTEIRA;ILHA SOLTEIRA;00;0097676;O PEQUENO POLEGAR EMEI;Equador;1
MUNICIPAL;ANDRADINA;ILHA SOLTEIRA;ILHA SOLTEIRA;00;0207573;LUCIA MARIA DONATO GARCIA EMEF;Portugal;2
MUNICIPAL;APIAI;RIBEIRAO BRANCO;RIBEIRAO BRANCO;00;0080202;HONORATO FERREIRA DA SILVA EMEF;Venezuela;2
MUNICIPAL;ARACATUBA;ARACATUBA;ARACATUBA;00;0089862;CAIC RAMONA MARTIN COELHO EMEB;Bolívia;1
MUNICIPAL;ARACATUBA;ARACATUBA;ARACATUBA;00;0243504;HELIA PINHOLI MUNGO PROFESSORA EMEB;Portugal;1
MUNICIPAL;ARACATUBA;ARACATUBA;ARACATUBA;00;0339180;CRISTIANO OLSEN EMEB;Venezuela;1
MUNICIPAL;ARARAQUARA;ARARAQUARA;ARARAQUARA;00;0074354;MARIA BARCAROLLA FILIE CER;Colômbia;1
MUNICIPAL;BARRETOS;BARRETOS;BARRETOS;00;0206404;MARIA ALVES BARCELLOS DE OLIVEIRA PROFA EM;Portugal;1
MUNICIPAL;BARRETOS;GUAIRA;GUAIRA;00;0276923;FRANCISCO GOMES DE SOUZA EMEF;Síria;2
MUNICIPAL;BAURU;BAURU;BAURU;00;0063794;SANTA MARIA EMEF;Japão;2
MUNICIPAL;BAURU;BAURU;BAURU;00;0208814;ROSANGELA VIEIRA MARTINS DE CARVALHO PROFA EMEI;Argentina;1
MUNICIPAL;BAURU;BAURU;BAURU;00;0373436;JOSE FRANCISCO JUNIOR - ZE DO SKINAO EMEF;Venezuela;2
MUNICIPAL;BAURU;LENCOIS PAULISTA;LENCOIS PAULISTA;00;0064105;MONTEIRO LOBATO EMEI;Venezuela;1
MUNICIPAL;BIRIGUI;BIRIGUI;BIRIGUI;00;0094754;ODUVALDO DOSSI PROF EMEI;Portugal;1
MUNICIPAL;BIRIGUI;BIRIGUI;BIRIGUI;00;0281669;TERESINHA BOMBONATI PROFA EM;Paraguai;4
MUNICIPAL;BIRIGUI;BIRIGUI;BIRIGUI;00;0412612;LUCIANO AUGUSTO CANELLAS PROFESSOR EM;Portugal;1
MUNICIPAL;BOTUCATU;BOTUCATU;BOTUCATU;00;0243929;PROFESSOR LUIZ CARLOS ARANHA PACHECO EMEFEI;Guiné-Conacri;2
MUNICIPAL;BOTUCATU;BOTUCATU;BOTUCATU;00;0243930;RAFAEL DE MOURA CAMPOS EMEF;Colômbia;1
MUNICIPAL;BOTUCATU;BOTUCATU;BOTUCATU;00;0301334;JONAS ALVES DE ARAUJO PROFESSOR EMEF;Haiti;9
MUNICIPAL;BOTUCATU;BOTUCATU;BOTUCATU;00;0430161;CARDOSO DE ALMEIDA DR EMEF;Japão;1
MUNICIPAL;BOTUCATU;LARANJAL PAULISTA;LARANJAL PAULISTA;00;0059419;CECILIA SALTO DE ALMEIDA PROFA EMEFEI;Portugal;1
MUNICIPAL;BOTUCATU;LARANJAL PAULISTA;LARANJAL PAULISTA;00;0246098;IARA SELMA BADO PROFA EM;Haiti;1
MUNICIPAL;BRAGANCA PAULISTA;ATIBAIA;ATIBAIA;00;0060690;ELEONOR DE BARROS DIRETORA EMEI;França;2
MUNICIPAL;BRAGANCA PAULISTA;BRAGANCA PAULISTA;BRAGANCA PAULISTA;00;0226610;JORGE TIBIRICA DR EM;Japão;1
ESTADUAL - SE;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;08;0024685;SYLVIO TORQUATO JUNQUEIRA;Argentina;1
ESTADUAL - SE;SAO JOSE DO RIO PRETO;NOVA GRANADA;NOVA GRANADA;08;0027820;FRANCISCO MARQUES PINTO;Japão;1
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;08;0028712;PIO X;Bolívia;1
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;08;0043047;LEONOR DA SILVA CARRAMONA PROFESSORA;Japão;1
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;08;0013584;PEDRO MAZZA PROFESSOR;Japão;1
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;08;0013912;RONDON MARECHAL;Haiti;1
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;08;0013948;JOAO CURSINO;Chile;1
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;08;0035397;JUVENAL MACHADO DE ARAUJO PROFESSOR;Japão;2
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;08;0045469;MIGUEL NAKED MAJOR;Peru;2
ESTADUAL - SE;SAO ROQUE;IBIUNA;IBIUNA;08;0907133;OLIMPIA FALCI DONA;Bolívia;1
ESTADUAL - SE;SAO ROQUE;IBIUNA;IBIUNA;08;0920216;BAIRRO VARGEM;Espanha;1
ESTADUAL - SE;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;08;0012178;JARDIM BOPEVA;Argentina;1
ESTADUAL - SE;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;08;0045196;MAGALI ALONSO PROFESSORA;Brasil;1
ESTADUAL - SE;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;08;0903097;RUBENS PAIVA DEPUTADO;Japão;1
ESTADUAL - SE;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;08;0909828;JULIO PARDO COUTO PROFESSOR;Japão;1
ESTADUAL - SE;SAO VICENTE;PRAIA GRANDE;PRAIA GRANDE;08;0909836;VILA TUPI;Japão;4
ESTADUAL - SE;SAO VICENTE;SAO VICENTE;SAO VICENTE;08;0012129;MARIA THEREZA DA CUNHA PEDROSO PROFESSORA;Espanha;1
ESTADUAL - SE;SAO VICENTE;SAO VICENTE;SAO VICENTE;08;0012212;MARTIM AFONSO;Líbano;1
ESTADUAL - SE;SAO VICENTE;SAO VICENTE;SAO VICENTE;08;0012348;LEOPOLDO JOSE DE SANT ANNA PROFESSOR;Colômbia;3
ESTADUAL - SE;SAO VICENTE;SAO VICENTE;SAO VICENTE;08;0909865;JOSE DE ALMEIDA PINHEIRO JUNIOR PROFESSOR;Bolívia;1
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;08;0016202;FRANCISCO EUPHRASIO MONTEIRO;Haiti;2
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;08;0016248;BRIGADEIRO TOBIAS;Colômbia;1
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;08;0016299;AGGEO PEREIRA DO AMARAL PROFESSOR;Espanha;1
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;08;0016299;AGGEO PEREIRA DO AMARAL PROFESSOR;Haiti;1
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;08;0016330;LUIZ GONZAGA DE CAMARGO FLEURY PROFESSOR;Portugal;1
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;08;0016366;ESCOLASTICA ROSA DE ALMEIDA PROFESSORA;Portugal;2
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;08;0016378;OSSIS SALVESTRINI MENDES PROFESSORA;Japão;4
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;08;0016391;ANTONIO MIGUEL PEREIRA JUNIOR;Japão;1
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;08;0016408;ARQUIMINIO MARQUES DA SILVA PROFESSOR;Colômbia;1
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;08;0016433;ANTONIO PADILHA;Portugal;1
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;08;0036648;BALTAZAR FERNANDES;Japão;1
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;08;0036651;DIOGENES ALMEIDA MARINS PROFESSOR;Japão;1
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;08;0518591;PROFESSORA MARIA ONDINA ANDRADE;Haiti;2
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;08;0905324;JOAO MACHADO DE ARAUJO DOUTOR;Colômbia;2
ESTADUAL - SE;SUL 1;CAMPO GRANDE;SAO PAULO;08;0005216;ISALTINO DE MELLO PROFESSOR;Japão;2
ESTADUAL - SE;SUL 1;CAMPO LIMPO;SAO PAULO;08;0005204;KENNEDY PRESIDENTE;Síria;1
ESTADUAL - SE;SUL 1;CAMPO LIMPO;SAO PAULO;08;0478416;RUTH GUIMARÃES BOTELHO;Haiti;2
ESTADUAL - SE;SUL 1;CAMPO LIMPO;SAO PAULO;08;0907637;MIGUEL MALUHY COMENDADOR;Argentina;1
ESTADUAL - SE;SUL 1;CAMPO LIMPO;SAO PAULO;08;0907637;MIGUEL MALUHY COMENDADOR;Japão;1
ESTADUAL - SE;SUL 1;CIDADE ADEMAR;SAO PAULO;08;0005034;MARTINS PENA;Japão;1
ESTADUAL - SE;SUL 1;JABAQUARA;SAO PAULO;08;0004736;JOAO AMOS COMENIUS;Estados Unidos da América;2
ESTADUAL - SE;SUL 1;JABAQUARA;SAO PAULO;08;0038209;MIGUEL ROQUE PROFESSOR;Haiti;1
ESTADUAL - SE;SUL 1;SANTO AMARO;SAO PAULO;08;0005198;PLINIO NEGRAO;Angola;3
ESTADUAL - SE;SUL 1;VILA ANDRADE;SAO PAULO;08;0046334;LUIS GONZAGA TRAVASSOS DA ROSA;Colômbia;1
ESTADUAL - SE;SUL 1;VILA ANDRADE;SAO PAULO;08;0296740;MIGUEL ARRAES GOVERNADOR;Paraguai;1
ESTADUAL - SE;SUL 2;CAPAO REDONDO;SAO PAULO;06;0985156;CEL JTO A EE LEOPOLDO SANTANA PROFESSOR;Bolívia;1
ESTADUAL - SE;SUL 2;CAPAO REDONDO;SAO PAULO;08;0924696;JARDIM IRENE III;Bolívia;1
ESTADUAL - SE;SUL 2;CAPAO REDONDO;SAO PAULO;08;0924696;JARDIM IRENE III;Congo, República Democrática do (antigo Zaire);1
ESTADUAL - SE;SUL 2;CAPAO REDONDO;SAO PAULO;08;0925524;WALDIR RODOLPHO DE CASTRO;Peru;3
ESTADUAL - SE;SUL 2;JARDIM ANGELA;SAO PAULO;08;0037400;OSWALD DE ANDRADE;Reino Unido da Grã-Bretanha e Irlanda do Norte;1
ESTADUAL - SE;SUL 2;JARDIM ANGELA;SAO PAULO;08;0041063;LUIS MAGALHAES DE ARAUJO PROFESSOR;Chile;1
ESTADUAL - SE;SUL 2;JARDIM ANGELA;SAO PAULO;08;0043953;HERCULANO DE FREITAS PROFESSOR;Japão;1
ESTADUAL - SE;SUL 2;JARDIM ANGELA;SAO PAULO;08;0906566;OSCAR PEREIRA MACHADO;Haiti;1
ESTADUAL - SE;SUL 2;JARDIM SAO LUIS;SAO PAULO;08;0039408;ELYO FERREIRA DE CASTRO PROFESSOR;Paraguai;1
ESTADUAL - SE;SUL 2;JARDIM SAO LUIS;SAO PAULO;08;0121484;WANDER TAFFO MUSICO;Venezuela;1
ESTADUAL - SE;SUL 2;JARDIM SAO LUIS;SAO PAULO;08;0297501;REPUBLICA DO PANAMA;Colômbia;2
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;08;0004406;MILDRE ALVARES BIAGGI PROFESSORA;Venezuela;1
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;06;0498634;CEL JTO A EE ROOSEVELT PRESIDENTE;China;1
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;06;0498634;CEL JTO A EE ROOSEVELT PRESIDENTE;Japão;1
ESTADUAL - SE;CENTRO SUL;LIBERDADE;SAO PAULO;08;0004340;ROOSEVELT PRESIDENTE;Palestina;1
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;08;0001512;ARMANDO ARAUJO;Venezuela;1
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;08;0001569;OSWALDO CRUZ;Guiné-Bissau;1
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;08;0001569;OSWALDO CRUZ;Portugal;2
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;08;0001661;MMDC;Espanha;1
ESTADUAL - SE;CENTRO SUL;MOOCA;SAO PAULO;08;0001824;JOSE HEITOR CARUSI PROFESSOR;Colômbia;1
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;08;0003724;ROLDAO LOPES DE BARROS PROFESSOR;Bolívia;3
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;08;0003724;ROLDAO LOPES DE BARROS PROFESSOR;Haiti;1
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;08;0003827;RODRIGUES ALVES;Argentina;3
ESTADUAL - SE;CENTRO SUL;VILA MARIANA;SAO PAULO;08;0003827;RODRIGUES ALVES;Líbano;2
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;08;0001892;REPUBLICA DO PARAGUAY;Argentina;1
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;08;0001892;REPUBLICA DO PARAGUAY;Burundi;3
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;08;0901957;ROBERTO FRADE MONTE PROFESSOR;Peru;1
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;08;0904661;AMADEU ODORICO DE SOUZA;Espanha;1
ESTADUAL - SE;GUARATINGUETA;GUARATINGUETA;GUARATINGUETA;08;0012661;RODRIGUES ALVES CONSELHEIRO;Equador;1
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0005812;MARIA ROSA BROTA PROFESSORA;Japão;1
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0005859;MARIA ANGELICA SOAVE PROFESSORA;Japão;1
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0006002;AMARO JOSE DOS SANTOS PASTOR;Bolívia;2
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0006087;GENOEFA D AQUINO PACITTI PROFESSORA;Bolívia;1
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0006099;JUVENAL RAMOS BARBOSA;Portugal;1
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0006178;ODETE FERNANDES PINTO DA SILVA PROFA;Bolívia;1
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0036687;HILDA PRATES GALLO PROFESSORA;Paraguai;1
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0037503;FLAVIO XAVIER ARANTES PROFESSOR;Haiti;15
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0041889;CARLOS GIULIETTO;Colômbia;1
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0041890;GLAUBER ROCHA;Cuba;1
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0048860;ANTONIO VELASCO ARAGON PADRE;Bolívia;5
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0561009;JARDIM SANTA TEREZINHA;Itália;1
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0923187;MARIO BOMBASSEI FILHO PROFESSOR;Bolívia;7
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0923771;ZILDA GRACA MARTINS DE OLIVEIRA PROFESSORA;Haiti;2
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0924052;TOMIE OHTAKE;Bolívia;3
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;08;0925548;COCAIA;Bolívia;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;06;0985673;CEL JTO A EE ALICE CHUERY PROFESSORA;Bolívia;2
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0006048;ARY GOMES CORONEL;Jordânia;2
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0006105;CARLOS MACHADO BITENCOURT MARECHAL;Bolívia;2
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0006117;PAULO ROLIM LOUREIRO DOM;Bolívia;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0006233;JOAO CRISPINIANO SOARES;Bolívia;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0006269;FABIO FANUCCHI PROFESSOR;Japão;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0006270;ZILDA ROMEIRO PINTO MOREIRA DA SILVA PROF;Paraguai;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0006348;VALENTIN GONZALEZ ALONSO PADRE;Bolívia;2
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0006359;JOAO RIBEIRO DE BARROS COMANDANTE;Haiti;2
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0006397;CID AUGUSTO GUELLI PROFESSOR;Bolívia;20
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0006439;GUILHERMINO RODRIGUES DE LIMA;Bolívia;6
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0006440;OSWALDO SAMPAIO ALVES;Bolívia;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0006452;AUGUST JOHANNES FERDINANDUS STAUDER PADRE;Bolívia;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0006497;VICENTE MELRO;Tonga;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0437736;LEVI VIEIRA DA MAIA PROFESSOR;Bolívia;4
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0900138;ORLANDO MINELLA;Paraguai;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0900148;MARIA LEDA FERNANDES BRIGO PROFESSORA;Peru;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0900151;MARIA APARECIDA RODRIGUES PROFESSORA;Bolívia;2
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0900151;MARIA APARECIDA RODRIGUES PROFESSORA;Estados Unidos da América;1
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0904797;CACILDA CACAPAVA DE OLIVEIRA PROFESSORA;Bolívia;2
ESTADUAL - SE;GUARULHOS SUL;GUARULHOS SUL;GUARULHOS;08;0907078;AGOSTINHO CANO;Bolívia;1
MUNICIPAL;ITAPEVI;BARUERI;BARUERI;00;0417865;MARIA SYLVIA CHALUPPE MELLO PROFA ITB;Peru;1
MUNICIPAL;ITAPEVI;ITAPEVI;ITAPEVI;00;0199394;PAULO FREIRE PROFESSOR CENTRO MUNICIPAL DE EDUCACAO BASICA;Noruega;1
MUNICIPAL;ITAPEVI;ITAPEVI;ITAPEVI;00;0471501;MAGALI TREVIZAN PROENCA DE ALMEIDA CEMEB;Argentina;1
MUNICIPAL;ITAPEVI;JANDIRA;JANDIRA;00;0214875;MONTEIRO LOBATO EMEB;Bolívia;2
MUNICIPAL;ITAPEVI;JARDIM BELVAL;BARUERI;00;0323724;BRASILIO FLORES DE AZEVEDO INSTITUTO TECNICO DE BARUERI;Argentina;1
MUNICIPAL;ITAPEVI;JARDIM SILVEIRA;BARUERI;00;0276339;ALCINO FRANCISCO DE SOUZA PROF EMEF;Haiti;1
MUNICIPAL;ITAPEVI;SANTANA DE PARNAIBA;SANTANA DE PARNAIBA;00;0240928;RUTH DE AZEVEDO SILVA RODRIGUES PROFA COLEGIO MUNICIPAL;Estados Unidos da América;2
MUNICIPAL;ITAPEVI;SANTANA DE PARNAIBA;SANTANA DE PARNAIBA;00;0273648;ALDONIO RAMOS TEIXEIRA PROF COLEGIO MUNICIPAL;Haiti;7
MUNICIPAL;ITAPEVI;SANTANA DE PARNAIBA;SANTANA DE PARNAIBA;00;0273673;CARLOS ALBERTO DE SIQUEIRA PROF COLEGIO MUNICIPAL;Haiti;1
MUNICIPAL;ITAPEVI;SANTANA DE PARNAIBA;SANTANA DE PARNAIBA;00;0299327;TOM JOBIM COLEGIO MUNICIPAL;Irão;1
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;00;0069516;ANTONIO RODRIGUES GALLEGO VER EM;Bolívia;1
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;00;0075127;ROSELI APARECIDA MENDES PROFA EM;Paraguai;1
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;00;0078414;OLIVIA APARECIDA S C GUGLIELMO PROFA EM;Bolívia;4
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;00;0216975;MARIA EULALIA NOBRE BORGES PROFA EM;Paquistão;1
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;00;0234936;FLORO DA SILVA ESCOLA MUNICIPAL;Bolívia;7
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;00;0234953;ANTONIA CICONE DONA EM;Paraguai;1
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;00;0299674;CHIOZO KITAKAWA ENGENHEIRO EM;Bolívia;2
MUNICIPAL;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;00;0528336;GUILHERME DONIZETE DA SILVA DOS SANTOS ESCOLA MUNICIPAL;Bolívia;1
MUNICIPAL;ITAQUAQUECETUBA;POA;POA;00;0192806;JOAO PEDRO DE ALMEIDA DR EMEB;Japão;2
MUNICIPAL;ITAQUAQUECETUBA;POA;POA;00;0249944;OSVALDO LEITE DANTAS VEREADOR EMEB;Bolívia;2
MUNICIPAL;ITARARE;ITARARE;ITARARE;00;0240758;ESCOLA MUNICIPAL DO CAMPO PROF MESSIAS SODRÉ;Japão;1
MUNICIPAL;ITU;CERQUILHO;CERQUILHO;00;0278048;JOAO TOLEDO PROF EMEF;Japão;1
MUNICIPAL;ITU;IPERO;IPERO;00;0278063;ELISA MOREIRA DOS SANTOS DONA EM;Cuba;3
MUNICIPAL;ITU;ITU;ITU;00;0004903;ESCOLA MUNICIPAL DE TEMPO INTEGRAL REDE SABER ITU;Itália;1
MUNICIPAL;ITU;ITU;ITU;00;0193161;CAROLINA DE MORAES MACEDO PROFA EMEF;Haiti;2
MUNICIPAL;ITU;SALTO;SALTO;00;0069985;CEMUS II - MAESTRO PROF SILVESTRE PEREIRA DE OLIVEIRA;Japão;1
MUNICIPAL;ITU;SALTO;SALTO;00;0070300;MARIA FLORINDA ZANNI PROFA CEMUS VIII;Venezuela;1
MUNICIPAL;JACAREI;ARUJA;ARUJA;00;0390884;HERMINIA ARAKI PROFESSORA EM;Haiti;1
MUNICIPAL;JACAREI;JACAREI;JACAREI;00;0219502;BARAO DE JACAREI EMEF;Japão;2
MUNICIPAL;JACAREI;JACAREI;JACAREI;00;0219587;MABITO SHOJI PRESBITERO EMEF;Japão;1
MUNICIPAL;JACAREI;JACAREI;JACAREI;00;0241775;DELLY GASPAR DOS SANTOS PROFA EMEF;Portugal;1
MUNICIPAL;JACAREI;JACAREI;JACAREI;00;0459252;SANTA ROSA EMEF;China;1
MUNICIPAL;JACAREI;JACAREI;JACAREI;00;0459252;SANTA ROSA EMEF;Portugal;1
MUNICIPAL;JACAREI;SANTA ISABEL;SANTA ISABEL;00;0416484;JOSE DE ALMEIDA MACHADO EMEF;Bolívia;2
MUNICIPAL;JACAREI;SANTA ISABEL;SANTA ISABEL;00;0416563;HYEROCLIO PESSOA BARROS EMEF;Japão;1
MUNICIPAL;JALES;RUBINEIA;RUBINEIA;00;0206647;EMEF PROFA CLEIDE LUIZA CABRINI GOIZ;Bolívia;2
MUNICIPAL;JALES;SANTA FE DO SUL;SANTA FE DO SUL;00;0289747;AGNES RONDON RIBEIRO PROFA EM;Japão;1
MUNICIPAL;JALES;SANTA FE DO SUL;SANTA FE DO SUL;00;0289772;THEREZA SIQUEIRA MENDES PROFA EM;Espanha;1
MUNICIPAL;JAU;JAU;JAU;00;0219423;JOSE MARIA DE ALMEIDA PRADO COMENDADOR EMEF;Colômbia;1
MUNICIPAL;JAU;JAU;JAU;00;0453092;NORMA BOTELHO PROFA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL;Peru;1
MUNICIPAL;JOSE BONIFACIO;MIRASSOL;MIRASSOL;00;0215831;CANDIDO BRASIL ESTRELA EMEFEI;Bolívia;3
MUNICIPAL;JOSE BONIFACIO;MONTE APRAZIVEL;MONTE APRAZIVEL;00;0218856;MARIA NEVES SOUBHIA PROFESSORA EMEF;Japão;1
MUNICIPAL;JUNDIAI;CAMPO LIMPO PAULISTA;CAMPO LIMPO PAULISTA;00;0224716;DOM BOSCO EMEI;Haiti;1
